"name","fgapg","fgpct","fgpg","ftapg","ftpct","games","height","pfpg","ptspg","sospg","trbpg"
"Sasha Kaun",4.3,0.568,2.5,2.4,0.512,135,6.1,2.3,6.1,8.38,3.9
"Scooter McCray",6.6,0.448,3,2.5,0.649,131,6.9,2.4,7.6,5.67,5.5
"Scot Pollard",6,0.549,3.3,4.2,0.669,128,6.1,2.6,9.4,8.45,6.6
"Scott Brooks",8.7,0.475,4.1,3.2,0.852,85,5.1,2.4,12.6,2.54,1.2
"Scott Burrell",10.7,0.426,4.6,4,0.64,119,6.7,3.2,13.1,7.75,6.3
"Scott Haffner",10.7,0.475,5.1,3,0.872,116,6.3,2.2,15,2.25,2.9
"Scott Haskin",8.6,0.55,4.7,3.4,0.711,111,6.1,2.9,11.9,8.36,5.6
"Scott Hastings",10.2,0.544,5.5,5,0.748,120,6.1,3.2,14.8,3.93,5.7
"Scott Lloyd",10.7,0.499,5.4,3.4,0.713,83,6.1,3.3,13.2,4.61,6.7
"Scott Machado",9.3,0.429,4,4.4,0.74,132,6.1,2.4,12.2,-2.07,3.9
"Scott May",14.4,0.513,7.4,3.7,0.774,90,6.7,2.9,17.7,7.25,6.6
"Scott Meents",4.3,0.483,2.1,0.9,0.726,124,6.1,1.7,4.8,8.16,2.6
"Scott Padgett",7.7,0.449,3.5,2.7,0.759,122,6.9,2.3,10.3,9.66,5.3
"Scott Roth",8.5,0.491,4.2,3,0.745,109,6.8,2.1,10.6,6.46,2.8
"Scott Skiles",13.8,0.516,7.1,4.4,0.85,118,6.1,2.7,18.2,7.17,3
"Scott Wedman",13.9,0.493,6.9,4.1,0.704,75,6.7,3.1,16.7,4.18,9.1
"Scott Williams",7.8,0.551,4.3,3.6,0.633,138,6.1,3.2,10.9,10.7,6.2
"Scottie Barnes",8.1,0.503,4.1,2.8,0.621,24,6.9,2.2,10.3,9.16,4
"Scottie Lewis",6.2,0.443,2.7,2.7,0.759,51,6.5,2.3,8.2,9.46,3.4
"Scotty Hopson",10.4,0.444,4.6,3,0.671,103,6.7,1.6,12.7,8.06,3.1
"Sean Colson",10.4,0.365,3.8,3.4,0.82,86,6.1,2.2,11.8,6.16,2.6
"Sean Elliott",13.2,0.512,6.7,5.9,0.793,133,6.8,1.8,19.2,7.38,6.1
"Sean Green",15.7,0.442,6.9,3.5,0.717,88,6.5,1.9,18,0.26,4.5
"Sean Higgins",9.9,0.49,4.8,1.8,0.785,72,6.9,2.2,12.5,10.46,3.3
"Sean Kilpatrick",12.1,0.419,5.1,3.8,0.78,140,6.4,1.3,15.3,6.15,4.3
"Sean Lampley",10.9,0.494,5.4,5.3,0.671,123,6.7,2.5,14.4,8.37,7.2
"Sean Marks",5.1,0.487,2.5,2.1,0.669,86,6.1,2,6.5,8.35,4.4
"Sean May",11.2,0.513,5.7,6,0.717,77,6.9,2.4,15.8,11,10
"Sean McDermott",5.6,0.467,2.6,1.1,0.824,125,6.6,1.8,7.8,9.5,3.9
"Sean Rooks",7.6,0.558,4.3,4.6,0.664,129,6.1,2.3,11.6,9.29,4.5
"Sean Singletary",12.9,0.406,5.2,5.5,0.846,123,6.1,2.7,16.9,7.98,4
"Sean Williams",3.5,0.577,2,2.4,0.605,69,6.1,2.7,5.5,7.24,4.2
"Sedric Toney",9.6,0.492,4.7,3.8,0.726,59,6.2,3.3,12.2,4.74,2.7
"Semaj Christon",12.3,0.462,5.7,6.6,0.67,64,6.3,2.4,16.2,6.55,2.8
"Semi Ojeleye",8,0.479,3.8,4.1,0.785,58,6.8,1.4,12.3,7.6,4.6
"Seth Curry",11.2,0.431,4.8,3.5,0.827,141,6.2,1.8,14.9,5.19,2.8
"Shabazz Muhammad",14.3,0.443,6.3,5.6,0.711,32,6.6,1.7,17.9,7.82,5.2
"Shabazz Napier",10.1,0.411,4.2,4.4,0.813,143,6.1,2.1,13.7,8.64,4
"Shai Gilgeous-Alexander",10.2,0.485,4.9,4.7,0.817,37,6.6,1.7,14.4,10.73,4.1
"Shake Milton",9.9,0.452,4.5,2.9,0.791,87,6.5,1.6,13.4,4.22,3.9
"Shammond Williams",7.6,0.455,3.4,2.6,0.849,134,6.1,1.2,10.8,11.73,2.5
"Shamorie Ponds",15.1,0.436,6.6,5.2,0.84,96,6.1,1.8,19.5,8.19,4.5
"Shandon Anderson",9.9,0.498,4.9,4.1,0.634,118,6.6,2.5,12.9,7.9,5
"Shane Battier",8.9,0.5,4.5,3.8,0.777,146,6.8,2,13.6,10.08,6.1
"Shane Edwards",6.9,0.472,3.2,3.2,0.642,62,6.7,2.5,9,-3.99,4.7
"Shane Larkin",8.6,0.438,3.8,2.7,0.808,68,5.1,1.6,11.2,7.03,3.2
"Shannon Brown",9.4,0.457,4.3,3,0.831,97,6.4,1.9,12.2,7.69,3.4
"Shaquille Harrison",8.7,0.444,3.9,4.9,0.645,133,6.4,2.3,11.1,2.67,4.5
"Shaquille O'Neal",14.3,0.61,8.7,7.1,0.575,90,7.1,3.2,21.6,8.4,13.5
"Shareef Abdur-Rahim",14.2,0.518,7.4,8.9,0.683,28,6.9,2.1,21.1,6.44,8.4
"Sharife Cooper",15.3,0.391,6,8.6,0.825,12,6.1,2.7,20.2,9.28,4.3
"Sharone Wright",10.3,0.531,5.4,5.3,0.632,92,6.1,2.7,14.2,7.22,9.8
"Sharrod Ford",7.1,0.54,3.8,3.8,0.57,118,6.9,2.7,9.8,7.62,6.5
"Shavlik Randolph",4.4,0.506,2.2,2.7,0.64,92,6.1,2.8,6.3,9.76,4.3
"Shawn Bradley",10.6,0.518,5.5,5.4,0.692,34,7.6,3.2,14.8,5.36,7.7
"Shawn Long",12.8,0.503,6.5,5.3,0.676,135,6.9,3.1,17.3,-2.01,10.7
"Shawn Marion",14.4,0.529,7.6,3.8,0.73,29,6.7,2.1,18.7,4.52,9.3
"Shawn Respert",15.1,0.484,7.3,4.6,0.857,119,6.1,2,21.3,9.71,3.5
"Shawne Williams",10.4,0.416,4.3,4,0.786,36,6.9,2.9,13.2,4.24,6.2
"Shawnelle Scott",8.1,0.537,4.3,3.2,0.562,113,6.1,3.1,10.5,9.21,6.5
"Shayne Whittington",7.1,0.515,3.6,3.2,0.76,114,6.1,2.1,9.8,-0.97,6.5
"Shea Seals",14.8,0.396,5.9,6.1,0.702,124,6.5,2,18.5,3.54,6.3
"Shelden Williams",8.6,0.572,4.9,5.7,0.694,139,6.9,3.1,13.9,9.51,9.1
"Sheldon McClellan",9.9,0.455,4.5,4.5,0.818,141,6.5,1.3,13.9,8.1,3.8
"Shelton Jones",7.6,0.529,4,3.7,0.746,127,6.9,1.8,10.8,7.42,5.9
"Shelvin Mack",11.4,0.419,4.8,3.4,0.755,108,6.3,1.9,14.1,4.05,4.2
"Sherell Ford",18.6,0.482,9,5.3,0.704,88,6.7,2.9,22.9,-3.33,9.2
"Sherman Douglas",10.7,0.538,5.8,4.1,0.695,138,6.1,1.7,14.9,8.16,2.2
"Sherron Collins",10.3,0.444,4.6,3,0.808,143,5.1,1.8,13.2,7.8,2.4
"Sidney Green",13,0.531,6.9,4.9,0.723,119,6.9,3.3,17.4,3.55,10.7
"Sidney Lowe",6.1,0.471,2.9,3.5,0.754,120,6.1,2.3,8.4,6.55,2.9
"Sidney Moncrief",10,0.606,6.1,6.2,0.782,122,6.3,2.5,16.9,1.2,8.3
"Sidney Wicks",11.9,0.511,6.1,5.7,0.635,90,6.8,2.3,15.8,6.08,9.9
"Sim Bhullar",6.4,0.633,4.1,4.2,0.496,65,7.5,2.4,10.2,-0.94,7.2
"Sindarius Thornwell",11.5,0.392,4.5,5.6,0.771,132,6.5,2.4,14.7,7.8,5.2
"Skal Labissiere",5.3,0.516,2.7,1.7,0.661,36,6.1,3,6.6,8.84,3.1
"Skeeter Henry",8.8,0.498,4.4,3.1,0.786,67,6.7,3.1,11.9,9.8,4.3
"Skip Thoren",12,0.516,6.2,4.2,0.667,74,6.9,2.8,15.7,7.56,11.2
"Skylar Mays",9,0.445,4,3.7,0.845,130,6.4,1.7,12.4,8.27,3.6
"Slater Martin",NULL,NULL,5.3,1.8,1.152,90,5.1,1.4,12.7,NULL,NULL
"Sleepy Floyd",14.1,0.496,7,4.8,0.774,130,6.3,2,17.7,4.31,3.7
"Sly Williams",17.2,0.496,8.5,5.8,0.706,84,6.7,2.9,21.2,-0.6,8.4
"Smush Parker",12.6,0.433,5.5,4.9,0.73,28,6.4,2.5,16.5,3.47,4.4
"Solomon Alabi",6.6,0.534,3.5,2.9,0.745,77,7.1,2.1,9.1,7.34,5.4
"Solomon Hill",7.3,0.481,3.5,3.3,0.745,139,6.7,2.4,10.3,7.05,5.6
"Solomon Jones",7.3,0.505,3.7,3.6,0.693,59,6.1,3.4,9.8,3.34,8
"Sonny Parker",14.7,0.512,7.5,3.5,0.753,54,6.6,2.9,17.7,-1.43,7.1
"Sonny Weems",11,0.473,5.2,2.1,0.767,69,6.6,2,13.3,7.74,4.6
"Speedy Claxton",12.6,0.468,5.9,6.1,0.748,119,5.1,2.3,16.9,-4.42,4.8
"Spencer Dinwiddie",8,0.42,3.4,5.9,0.83,86,6.6,2.1,13,7.49,3.3
"Spencer Hawes",11.7,0.532,6.2,3.2,0.755,31,7.1,2.3,14.9,6.5,6.4
"Spencer Haywood",21.2,0.567,12,10.6,0.768,24,6.8,2.6,32.1,5.59,22.1
"Spud Webb",8.6,0.47,4.1,3,0.761,66,5.6,2.6,10.4,6.9,1.9
"Stacey Augmon",9.4,0.555,5.2,4.1,0.677,145,6.6,2.6,13.9,6.52,6.9
"Stacey King",12.9,0.516,6.6,6.3,0.69,114,6.1,2.5,17.6,8.56,7.2
"Stan Kimbrough",13.4,0.492,6.6,3.6,0.756,123,5.1,NULL,17.1,-1.38,3.1
"Stan McKenzie",12.4,0.455,5.6,5.8,0.742,81,6.5,2.9,15.6,1.01,8.5
"Stan Pietkiewicz",10.8,0.476,5.1,2.9,0.834,100,6.5,2.2,12.7,5.87,3
"Stanley Brundy",8.7,0.627,5.5,2.8,0.49,112,6.6,2.6,12.3,4.65,7.5
"Stanley Jackson",10,0.454,4.5,2.4,0.754,126,6.3,NULL,11.8,2.91,5
"Stanley Johnson",10.3,0.446,4.6,4.7,0.742,38,6.6,2.6,13.8,7.41,6.5
"Stanley Roberts",11.2,0.56,6.3,3.5,0.459,32,7.1,3.8,14.1,7.61,9.8
"Stanton Kidd",9.7,0.508,4.9,3.1,0.715,65,6.8,2.6,12.9,-3.18,5.9
"Steffond Johnson",5.6,0.486,2.7,3,0.582,87,6.8,2.5,7.2,6.49,4.5
"Stephane Lasme",5.4,0.595,3.2,3.5,0.622,118,6.8,3.1,8.6,1.93,6.4
"Stephen Curry",17.9,0.467,8.4,5.3,0.876,104,6.3,2.4,25.3,-1.31,4.5
"Stephen Graham",4.6,0.458,2.1,2,0.747,119,6.6,1.5,6.2,1.32,2.5
"Stephen Howard",9.3,0.49,4.5,5.5,0.758,126,6.9,3,13.4,5.59,7
"Stephen Thompson",9.9,0.56,5.6,4.3,0.527,144,6.4,1.8,13.6,8.71,4.2
"Stephen Zimmerman",8.2,0.477,3.9,3.9,0.624,26,7.1,3,10.5,3.17,8.7
"Stephon Marbury",14.3,0.457,6.5,4.6,0.738,36,6.2,2.3,18.9,12.71,3.1
"Sterling Brown",5.8,0.504,2.9,1.9,0.77,136,6.6,2.2,8.2,4.39,4.8
"Steve Alford",13.5,0.533,7.2,4.8,0.898,125,6.2,1.7,19.5,9.68,2.8
"Steve Bardo",5.6,0.439,2.4,2.4,0.701,129,6.5,2.5,7,10.2,4.3
"Steve Blake",6.8,0.401,2.7,2,0.771,138,6.3,2.1,8.3,9.34,3.4
"Steve Bucknall",5.4,0.478,2.6,2.4,0.755,130,6.6,1.6,7.5,10.09,3
"Steve Burtt",15.9,0.522,8.3,6,0.726,121,6.2,2.8,20.9,-0.88,3.5
"Steve Chubin",16.2,0.479,7.8,8.1,0.781,80,6.3,3.5,21.9,-7.61,7.7
"Steve Colter",9.4,0.493,4.6,4.2,0.757,107,6.3,1.9,12.5,3.94,3.8
"Steve Downing",14.5,0.48,7,4,0.528,76,6.8,2.7,16.1,5.27,11.7
"Steve Francis",11.5,0.523,6,4.6,0.79,34,6.3,2.8,17,9.1,4.5
"Steve Goodrich",7.1,0.588,4.2,2.6,0.695,112,6.1,2.2,10.8,-4.24,3.6
"Steve Green",11.2,0.538,6,3.2,0.762,87,6.7,3,14.5,6.99,4.7
"Steve Hamer",8.9,0.558,5,5.5,0.661,104,7.1,2.6,13.6,8.54,7.2
"Steve Hamilton",14.9,0.423,6.3,6.6,0.799,102,6.7,2.5,17.9,0.41,16.4
"Steve Harris",13.5,0.548,7.4,4.5,0.847,122,6.5,1.9,18.6,2.98,3.5
"Steve Hawes",14.9,0.539,8,7,0.671,73,6.9,2.9,20.8,5.2,13.2
"Steve Hayes",13,0.541,7.1,4.9,0.711,110,7.1,3,17.6,-2.81,10.4
"Steve Henson",9.4,0.442,4.1,3.2,0.9,127,5.1,2.4,13,9.13,2.4
"Steve Johnson",10.5,0.678,7.1,5.1,0.64,116,6.1,4.1,17.5,4.7,6.8
"Steve Jones",11.1,0.404,4.5,4.1,0.759,78,6.5,2.8,12.1,2.01,7.3
"Steve Kerr",7.8,0.548,4.3,2.1,0.815,129,6.3,1.1,11.2,5.32,2.2
"Steve Kuberski",14.9,0.532,7.9,5.7,0.693,31,6.8,2.2,19.8,4.69,8.9
"Steve Lingenfelter",2.2,0.459,1,1.1,0.563,28,6.9,1.4,2.6,6.49,2.5
"Steve Malovic",8.8,0.546,4.8,3,0.797,106,6.1,NULL,11.9,4.62,7.8
"Steve Mix",16.5,0.533,8.8,7.7,0.705,73,6.7,2.8,23,0.67,11.9
"Steve Nash",10.9,0.43,4.7,3.8,0.867,113,6.3,1.8,14.9,2.4,3.1
"Steve Novak",8.4,0.456,3.8,2.1,0.931,126,6.1,2,12.4,6.07,4.2
"Steve Scheffler",5.4,0.685,3.7,4.1,0.75,110,6.9,2,10.5,10.2,4.9
"Steve Smith",13.9,0.487,6.8,5,0.756,122,6.7,2.6,18.5,9.63,6.1
"Steve Stipanovich",10.3,0.538,5.5,4.5,0.721,128,6.1,2.5,14.3,5.44,7.7
"Steven Adams",5.5,0.571,3.1,2.2,0.443,32,7.1,1.6,7.2,5.63,6.3
"Steven Hill",2.9,0.589,1.7,1.2,0.519,132,7.1,2.5,4,6.31,3.3
"Steven Hunter",6.8,0.586,4,3.2,0.6,63,7.1,2.2,9.9,7.92,4.7
"Steven Smith",14.3,0.463,6.6,4.9,0.794,107,6.8,2.9,18.1,1.87,8.1
"Stevin Smith",11,0.408,4.5,3.6,0.773,115,6.2,NULL,14.5,7.84,2.6
"Stewart Granger",7.8,0.51,4,3.3,0.744,125,6.3,2.5,10.5,4.29,1.7
"Stewart Johnson",16.7,0.418,7,3.8,0.731,75,6.8,2.6,16.8,-5.01,13
"Stromile Swift",9,0.56,5.1,5.1,0.613,50,6.9,2.6,13.4,5.84,7
"Stuart Gray",5.4,0.573,3.1,2.3,0.564,78,7.1,2.7,7.5,5.4,6.5
"Stuart Lantz",13.4,0.485,6.5,5.3,0.742,75,6.3,3,16.9,2.64,7.6
"Sundiata Gaines",10,0.411,4.1,4.6,0.591,123,6.1,2.1,11.9,6.88,5.5
"Sviatoslav Mykhailiuk",7.3,0.428,3.1,1,0.746,136,6.8,1.7,8.7,11.86,2.5
"Swen Nater",4.1,0.508,2.1,1.2,0.623,58,6.1,0.9,4.9,5.08,4
"Sylvester Gray",10.2,0.543,5.5,3,0.517,39,6.6,2.6,12.6,5.32,7.6
"Sylvester Norris",7.4,0.539,4,3,0.514,24,6.1,3,9.5,-7.2,11.6
"T.J. Ford",10.5,0.406,4.3,5,0.801,66,6.1,2.6,12.9,9.63,3.8
"T.J. McConnell",8.1,0.49,4,1.7,0.749,139,6.1,1.9,10.2,5.48,3.9
"T.J. Warren",13.6,0.555,7.5,4.3,0.654,70,6.8,2.5,18.5,7.31,5.7
"T.R. Dunn",10.7,0.447,4.8,2.5,0.685,111,6.4,2.1,11.2,5.25,6.7
"Tacko Fall",5.8,0.74,4.3,3.3,0.432,115,7.6,2.6,10.1,4.01,7.7
"Tahjere McCall",7.8,0.427,3.3,4.6,0.677,117,6.4,2.9,10,-2.69,4.1
"Taj Gibson",8.2,0.58,4.8,4.6,0.629,105,6.9,3.1,12.4,8.54,8.5
"Talen Horton-Tucker",10.9,0.406,4.4,2.5,0.625,35,6.4,2.3,11.8,9.3,4.9
"Tamar Slay",12.4,0.443,5.5,3.4,0.749,114,6.8,2.3,15.7,0.6,4.4
"Tang Hamilton",8.4,0.475,4,2.3,0.689,123,6.8,1.7,10.6,5.62,5.5
"Tarence Kinsey",8.2,0.421,3.4,2.5,0.737,123,6.6,1.7,9.8,7.57,3.3
"Tarik Black",5.3,0.614,3.3,3.3,0.555,135,6.9,3.1,8.4,5.62,4.7
"Tariq Abdul-Wahad",10.4,0.477,4.9,4.4,0.726,87,6.6,2.7,13.6,6.57,5.4
"Tariq Owens",4.6,0.533,2.4,1.6,0.725,131,6.1,2.7,6.2,9.19,4.7
"Tate Armstrong",12.3,0.519,6.4,3.7,0.804,83,6.3,1.9,15.7,7.91,2.2
"Tate George",7.7,0.448,3.5,3.3,0.773,128,6.5,2.5,9.7,6.27,3.3
"Taurean Green",7.1,0.401,2.9,3.7,0.857,111,6.1,1.6,10.6,6.65,2.2
"Taurean Prince",7.9,0.46,3.6,2.8,0.718,129,6.7,2.1,10.2,9.08,4.2
"Taylor Griffin",4.9,0.468,2.3,2.6,0.721,129,6.7,2.5,6.6,7.19,4.8
"Tayshaun Prince",10.5,0.457,4.8,2.7,0.743,135,6.9,1.4,13.1,11.42,5.6
"Tellis Frank",8.9,0.483,4.3,3.1,0.711,122,6.1,3,10.8,3.44,5.4
"Terance Mann",6.5,0.552,3.6,2.8,0.67,140,6.7,2,9.4,8.95,5.1
"Terence Davis",10.2,0.445,4.5,2.7,0.717,121,6.4,2.6,12.5,7.52,4.9
"Terence Morris",9.6,0.495,4.7,3.2,0.78,136,6.9,2.3,12.7,10.41,6.8
"Terence Stansbury",12.7,0.456,5.8,4.9,0.76,115,6.5,2.4,15.7,-0.71,3.4
"Terrance Roberson",10.7,0.437,4.7,2.5,0.706,128,6.7,NULL,13.2,4,5
"Terrel Harris",7.5,0.44,3.3,2.6,0.815,134,6.5,2.9,9.8,7.03,3.8
"Terrell Brandon",16.8,0.484,8.1,5.5,0.81,57,5.1,2.1,22.2,9.29,3.6
"Terrence Jones",10.8,0.467,5,5.3,0.638,76,6.9,2.4,14,8.42,8
"Terrence Rencher",15.3,0.434,6.7,5.9,0.696,124,6.3,2.2,18.6,4.61,5
"Terrence Ross",10.1,0.453,4.6,1.8,0.764,69,6.6,2.4,12.3,6.51,4.7
"Terrence Williams",10.3,0.4,4.1,2.6,0.589,140,6.6,1.9,11.2,7.65,6.9
"Terry Catledge",15.1,0.556,8.4,7.4,0.663,86,6.8,1.7,21.7,0.46,10.8
"Terry Crosby",9,0.495,4.5,2,0.711,106,6.4,2.1,10.3,6.38,3.1
"Terry Cummings",12.2,0.53,6.5,4.6,0.775,85,6.9,3.1,16.4,3.33,10.1
"Terry Dehere",13.9,0.442,6.1,5.8,0.822,128,6.2,2.7,19.5,9.44,3.2
"Terry Dischinger",16.4,0.553,9,12.4,0.819,70,6.7,2.7,28.3,4.44,13.7
"Terry Dozier",11.3,0.477,5.4,3.8,0.759,104,6.9,NULL,13.9,4.7,4.7
"Terry Duerod",13.9,0.512,7.1,1.5,0.659,111,6.2,1.6,15.2,-0.35,2.5
"Terry Furlow",14.8,0.488,7.2,4.1,0.815,100,6.4,2.1,17.8,6.33,6.3
"Terry Mills",10.4,0.562,5.9,2.7,0.755,102,6.1,2.6,13.8,10.46,6.7
"Terry Rozier",10.3,0.408,4.2,3.1,0.772,73,6.1,1.6,12,6.89,4.3
"Terry Teagle",14.8,0.538,8,5.3,0.755,110,6.5,2.3,19.9,4.09,7.3
"Terry Thomas",8.6,0.463,4,1.4,0.589,76,6.8,2.7,8.8,-0.18,6.7
"Terry Tyler",11.3,0.567,6.4,3.3,0.677,110,6.7,2.7,15,-0.4,10.5
"Thaddeus Young",11.9,0.478,5.7,2.3,0.743,31,6.8,2,14.4,9.36,4.9
"Tharon Mayes",12.2,0.495,6.1,3.3,0.784,77,6.3,2.9,16.4,4.08,2.8
"Theo Pinson",4.9,0.427,2.1,2.2,0.746,122,6.6,1.7,6.2,11.5,4.4
"Theo Ratliff",6.9,0.547,3.8,4.4,0.608,111,6.1,2.9,10.3,3.38,5.9
"Theron Smith",11.7,0.479,5.6,5.1,0.725,99,6.8,NULL,16.2,2.23,8.9
"Thomas Bryant",7.5,0.592,4.4,4.1,0.718,69,6.1,2.9,12.2,7.53,6.2
"Thomas Gardner",10.3,0.396,4.1,2.3,0.777,89,6.5,2.1,12,8.14,2.6
"Thomas Jordan",9.3,0.586,5.5,4.5,0.641,23,6.1,2.2,13.8,6.1,5.8
"Thomas Robinson",7.2,0.525,3.8,3.6,0.606,105,6.9,2.1,9.8,8.6,7.3
"Thomas Welsh",7.5,0.537,4,1.3,0.798,132,7.1,2.5,9.5,7.8,7.8
"Thurl Bailey",9.7,0.513,5,2.9,0.745,123,6.1,2.3,12.1,6.55,6.2
"Tierre Brown",12.6,0.444,5.6,4.5,0.734,110,6.2,NULL,15.4,-7,4.2
"Tim Bassett",12.7,0.497,6.3,3.2,0.542,52,6.8,2.9,14.4,2.03,13.6
"Tim Breaux",9.5,0.464,4.4,4.1,0.678,121,6.7,NULL,12.5,3.9,4.1
"Tim Duncan",10.7,0.577,6.2,5.9,0.689,128,6.1,2.4,16.5,9.98,12.3
"Tim Frazier",9,0.418,3.8,4.3,0.774,135,6.1,2.5,11.4,8.41,3.9
"Tim Hardaway",9.4,0.486,4.6,4.2,0.718,124,6.1,2.4,12.8,2.63,2.6
"Tim Hardaway",11.6,0.425,4.9,3.6,0.724,107,6.6,2,14.3,9.9,4.1
"Tim James",12.4,0.476,5.9,4.5,0.644,115,6.7,1.9,14.9,7.22,7.4
"Tim Kempton",5.6,0.516,2.9,3.8,0.756,108,6.1,2.6,8.6,2.78,5.5
"Tim Legler",11.3,0.486,5.5,2.2,0.791,121,6.4,2.4,14,-2.03,3.9
"Tim McCormick",6.1,0.556,3.4,4.2,0.737,90,6.1,2.9,9.8,6.77,5.3
"Tim Perry",7.8,0.544,4.3,3.3,0.605,130,6.9,2.1,10.5,1.57,7.6
"Tim Quarterman",6.9,0.397,2.7,2.9,0.66,99,6.6,2.2,8.4,6.41,3.9
"Tim Thomas",13,0.45,5.8,4.8,0.796,32,6.1,2.8,16.9,9.45,6
"Tim Young",8.4,0.503,4.2,4.2,0.768,132,7.1,2.8,11.7,8.24,8.1
"Tiny Archibald",13.8,0.507,7,7.7,0.785,73,6.1,2.2,20,2.63,3
"Tito Horford",11.1,0.511,5.7,5.1,0.565,55,7.1,2.4,14.2,-0.43,9.3
"Tito Maddox",11.2,0.391,4.4,5.5,0.703,25,6.4,2.7,13.5,5.14,5.8
"TJ Leaf",10.9,0.617,6.7,3,0.679,35,6.1,2.5,16.3,6.39,8.2
"Tobias Harris",11.8,0.46,5.4,5,0.753,34,6.8,2.1,15.3,8.73,7.3
"Toby Bailey",11.5,0.459,5.3,3.7,0.667,129,6.6,2.4,14.3,9.68,5.2
"Toby Kimball",13.6,0.52,7.1,6.4,0.662,74,6.8,3,18.4,-10.06,17.9
"Toby Knight",7.9,0.511,4,1.9,0.682,101,6.9,2.7,9.4,5.45,7.3
"Tod Murphy",9.9,0.556,5.5,5.3,0.781,117,6.9,2.6,15.2,1.86,7.2
"Todd Day",13.7,0.479,6.6,5.3,0.747,127,6.6,2.6,18.9,5.89,5.3
"Todd Fuller",10.2,0.498,5.1,4.3,0.8,115,6.1,1.7,13.8,8.63,7.7
"Todd Lichti",12.3,0.538,6.6,5.6,0.84,124,6.4,2.2,18.8,6.05,5.3
"Todd MacCulloch",9.2,0.664,6.1,4.5,0.66,115,7.1,2.7,15.2,7.92,8.5
"Todd Mitchell",9,0.541,4.9,5.3,0.744,124,6.7,3,13.7,9.11,6
"Todd Mundt",5.4,0.469,2.5,1.8,0.712,82,7.1,2.7,6.3,6.31,3.5
"Togo Palazzi",17.8,0.437,7.8,7.5,0.645,80,6.4,1.9,20.4,-0.31,14.9
"Tom Abernethy",4.5,0.533,2.4,1.7,0.689,110,6.7,1.3,5.9,7.55,3.7
"Tom Boerwinkle",8.3,0.545,4.5,3.4,0.684,69,7.1,2.9,11.4,2.91,9.2
"Tom Boswell",14.5,0.504,7.3,4.1,0.688,80,6.9,2.3,17.5,0.39,11.5
"Tom Burleson",14.8,0.516,7.6,5.5,0.687,84,7.2,3.2,19,6.42,12.7
"Tom Chambers",10.8,0.553,6,4.1,0.665,116,6.1,3.1,14.6,3.79,7.6
"Tom Copa",6.6,0.501,3.3,2.6,0.627,120,6.1,2.6,8.2,2.81,4.7
"Tom Garrick",10.3,0.474,4.9,3.8,0.784,120,6.2,2.7,13.1,-0.35,3.8
"Tom Gola",18.8,0.407,7.7,7.4,0.745,118,6.7,2.9,20.9,4.33,18.7
"Tom Gugliotta",10.6,0.476,5,3,0.668,112,6.1,2.2,13.7,9.16,7.3
"Tom Hammonds",12.2,0.566,6.9,3.8,0.801,123,6.9,2.3,16.9,9.08,7.2
"Tom Hawkins",20.7,0.434,9,7.4,0.686,79,6.5,2.7,23,3.19,16.7
"Tom Heinsohn",18.4,0.443,8.2,8.2,0.707,81,6.7,3.2,22.1,-0.53,15.5
"Tom Henderson",16.5,0.474,7.8,5.5,0.811,54,6.3,1.7,20,1.06,3.6
"Tom Hovasse",12.1,0.443,5.4,3,0.753,99,6.8,NULL,14.7,-0.51,6.3
"Tom LaGarde",6.2,0.583,3.6,3.5,0.763,102,6.1,2.7,9.9,8.13,5.3
"Tom McMillen",14.3,0.555,7.9,5.8,0.799,88,6.1,2.4,20.5,5.3,9.8
"Tom Meschery",14.1,0.438,6.2,5.7,0.739,68,6.6,2.4,16.6,-2.42,13.5
"Tom Owens",12,0.501,6,5.9,0.646,84,6.1,2.9,15.8,3.97,13.3
"Tom Payne",13.4,0.523,7,4.4,0.659,28,7.2,3.1,16.9,2.74,10.1
"Tom Piotrowski",7,0.497,3.5,2.4,0.701,100,7.1,2.9,8.7,-2.17,4.8
"Tom Satch Sanders",11.8,0.516,6.1,6.6,0.686,71,6.6,3.1,16.8,1.5,13
"Tom Scheffler",4.7,0.519,2.4,2.4,0.765,110,6.1,2.3,6.7,6.75,4.8
"Tom Sewell",13.3,0.529,7,3.5,0.778,89,6.5,NULL,16.8,-1.45,3.5
"Tom Sluby",7.9,0.495,3.9,2.5,0.65,98,6.4,2.4,9.4,3.27,2
"Tom Tolbert",8.9,0.526,4.7,4.3,0.767,76,6.7,2.6,12.8,4.16,5.5
"Tom Van Arsdale",15.2,0.448,6.8,5.8,0.651,72,6.5,3.8,17.4,6.79,10
"Toney Douglas",12.9,0.442,5.7,4.4,0.802,130,6.1,2.3,16.8,7.61,3.8
"Tony Allen",11.5,0.477,5.5,5.2,0.682,67,6.4,2.9,15.3,7.84,5.5
"Tony Battie",7.7,0.545,4.2,3.3,0.649,87,6.1,2.6,10.7,3.6,8.3
"Tony Bennett",12.7,0.528,6.7,4.1,0.84,118,6.1,2.4,19.4,-1.76,2.4
"Tony Bobbitt",8.8,0.423,3.7,1.6,0.839,59,6.4,2.4,10.9,6.87,2.6
"Tony Bradley",4.7,0.573,2.7,2.8,0.619,38,6.1,1.8,7.1,11.76,5.1
"Tony Brown",3.9,0.572,2.2,1.4,0.695,110,6.6,1.8,5.4,3.93,2.2
