"player","class","pos","school","conf","drafted"
"Kyle Richardson",4,"F","Portland State","Big Sky",0
"Mason Riggins",4,"F","Cal State Long Beach","Big West",0
"Will Egolf",4,"F","Bradley","MVC",0
"Jacob Rigoni",2,"F","Quinnipiac","MAAC",0
"DaShonte Riley",4,"C","Eastern Michigan","MAC",0
"C.J. Rivers",4,"G","Drake","MVC",0
"Cleon Roberts",2,"G","La Salle","A-10",0
"Bryson Robinson",3,"G","New Orleans","Southland",0
"Calaen Robinson",4,"G","Portland State","Big Sky",0
"Nick Robinson",2,"G","Saint Joseph's","A-10",0
"Kinu Rochford",4,"F","Fairleigh Dickinson","NEC",0
"Jose Rodriguez",3,"F","Texas Southern","SWAC",0
"Aaron Rountree",4,"F","Iona","MAAC",0
"Zedric Sadler",2,"G","Rider","MAAC",0
"Jack Salt",3,"C","Virginia","ACC",0
"Mike Scott",4,"G","Fairleigh Dickinson","NEC",0
"Tavarius Shine",3,"G","Oklahoma State","Big 12",0
"Amadou Sidibe",4,"F","Fairfield","MAAC",0
"Chase Simon",4,"G","Detroit Mercy","Horizon",0
"Trevis Simpson",3,"G","North Carolina-Greensboro","Southern",0
"Donovan Sims",2,"G","Middle Tennessee","CUSA",0
"Darryl Smith",3,"G","Cornell","Ivy",0
"Jade' Smith",2,"G","Pepperdine","WCC",0
"Malcolm Smith",3,"F","Lipscomb","A-Sun",0
"Malik Smith",3,"G","Florida International","Sun Belt",0
"Mike Smith",2,"G","Columbia","Ivy",0
"Tarin Smith",3,"G","Duquesne","A-10",0
"Troy Snyder",4,"F","Maryland-Eastern Shore","MEAC",0
"Ovie Soko",2,"F","Alabama-Birmingham","CUSA",0
"Brandon Spearman",4,"G","Hawaii","Big West",0
"Reggie Spencer",2,"F","Northeastern","CAA",0
"Zach Stahl",2,"G","Northeastern","CAA",0
"Niem Stevenson",4,"G","Texas Tech","Big 12",0
"Keith Stone",2,"F","Florida","SEC",0
"RaShawn Stores",4,"G","Manhattan","MAAC",0
"Sheldon Strickland",4,"G","Charleston Southern","Big South",0
"Amar Stukes",4,"G","La Salle","A-10",0
"Ryan Sypkens",3,"G","UC-Davis","Big West",0
"Anthony Tarke",2,"G","NJIT","A-Sun",0
"Isaiah Tate",4,"G","George Mason","CAA",0
"Dante Taylor",4,"F","Pittsburgh","Big East",0
"Ricky Taylor",4,"G","Chattanooga","Southern",0
"Derrick Thomas",3,"G","Drexel","CAA",0
"Liam Thomas",4,"C","Nicholls State","Southland",0
"Paul Thomas",2,"F","Texas-El Paso","CUSA",0
"Alex Thompson",3,"F","Samford","Southern",0
"Darius Thompson",3,"G","Virginia","ACC",0
"Hank Thorns",4,"G","Texas Christian","MWC",0
"Avi Toomer",3,"G","Bucknell","Patriot",0
"Marques Townes",2,"G","Fairleigh Dickinson","NEC",0
"Dakarai Tucker",3,"G","Utah","Pac-12",0
"Rashad Vaughn",1,"G","Nevada-Las Vegas","MWC",0
"Vertrail Vaughns",2,"G","George Mason","CAA",0
"Desmond Wade",3,"G","Fairfield","MAAC",0
"Brandan Walton",3,"G","North Texas","Sun Belt",0
"Storm Warren",4,"F","Louisiana State","SEC",0
"Omar Wattad",3,"G","Chattanooga","Southern",0
"Julius Wells",3,"F","James Madison","CAA",0
"Evan Wessel",3,"G","Wichita State","MVC",0
"Jarrod West",1,"G","Marshall","CUSA",0
"Javan White",2,"F","Oral Roberts","Summit",0
"Joniah White",2,"C","Louisiana Tech","CUSA",0
"LaDarius White",4,"G","Mississippi","SEC",0
"Shivaughn Wiggins",1,"G","Mount St. Mary's","NEC",0
"Lindell Wigginton",2,"G","Iowa State","Big 12",0
"Antonio Williams",4,"F","Coppin State","MEAC",0
"Brian Williams",4,"C","Tennessee","SEC",0
"Donte Williams",4,"F","Georgia","SEC",0
"Jordan Williams",4,"G","North Texas","CUSA",0
"Ken Williams",2,"G","South Alabama","Sun Belt",0
"Joy Williamson",4,"G","Texas A&M-Corpus Christi","Southland",0
"Lucas Williamson",1,"G","Loyola (IL)","MVC",0
"Kasey Wilson",2,"F","Central Florida","CUSA",0
"Stacy Wilson",4,"F","Murray State","OVC",0
"Antonio Woods",3,"G","Pennsylvania","Ivy",0
"JT Yoho",4,"F","Wright State","Horizon",0
"Mike Aaman",4,"F","Wagner","NEC",0
"Karon Abraham",2,"G","Robert Morris","NEC",0
"Devonta Abron",2,"F","Texas Christian","Big 12",0
"Obij Aget",2,"C","New Mexico","MWC",0
"Deonte Alexander",4,"G","Lipscomb","A-Sun",0
"Greg Alexander",4,"G","Mount St. Mary's","NEC",0
"Chris Allen",4,"G","Iowa State","Big 12",0
"Jordan Allen",1,"G","Rider","MAAC",0
"Nick Allen",3,"F","Texas-San Antonio","CUSA",0
"Thomas Allen",2,"G","Nebraska","Big Ten",0
"Brandon Anderson",2,"G","Brown","Ivy",0
"C.J. Anderson",4,"G","Massachusetts","A-10",0
"Trae Anderson",3,"G","Eastern Illinois","OVC",0
"Phillip Anglade",3,"F","Virginia Military Institute","Southern",0
"Malcolm Armstead",3,"G","Oregon","Pac-10",0
"Manny Arop",4,"G","Indiana State","MVC",0
"Olu Ashaolu",4,"F","Oregon","Pac-12",0
"Jordan Ashton",4,"G","Northern Iowa","MVC",0
"Hassan Attia",4,"C","Hartford","AEC",0
"Willie Atwood",4,"F","Arizona State","Pac-12",0
"Nate Austin",3,"F","Brigham Young","WCC",0
"Austen Awosika",3,"G","Cal State Fullerton","Big West",0
"Kori Babineaux",4,"G","Jacksonville","A-Sun",0
"Devonte Bandoo",3,"G","Baylor","Big 12",0
"Paris Bass",1,"G","Detroit Mercy","Horizon",0
"Josh Bedwell",4,"G","Samford","Southern",0
"Sam Beeler",4,"F","UC-Santa Barbara","Big West",0
"Pat Benzan",2,"G","Holy Cross","Patriot",0
"Trae Berhow",2,"G","Northern Iowa","MVC",0
"Pat Birt",3,"G","Tulsa","AAC",0
"Jamari Blackmon",1,"G","North Alabama","A-Sun",0
"Mario Blessing",4,"G","South Carolina Upstate","A-Sun",0
"Gavin Block",2,"G","Ohio","MAC",0
"Connor Boehm",4,"F","Dartmouth","Ivy",0
"Brandon Boggs",4,"G","Western Carolina","Southern",0
"Tanner Borchardt",4,"F","Nebraska","Big Ten",0
"Javon Borum",4,"G","UC-Riverside","Big West",0
"Ronnie Boyce III",4,"G","San Francisco","WCC",0
"Porter Braswell",4,"G","Yale","Ivy",0
"Brandon Brekke",2,"F","North Dakota","GWC",0
"Aaron Brennan",4,"F","IUPUI","Horizon",0
"Taylor Broekhuis",3,"C","Air Force","MWC",0
"Johathan Brooks",3,"F","Charleston Southern","Big South",0
"Aaron Brown",4,"F","Saint Joseph's","A-10",0
"Josh Brown",4,"G","Louisiana","Sun Belt",0
"Taran Brown",2,"F","UC-Santa Barbara","Big West",0
"Carlton Brundidge",4,"G","Detroit Mercy","Horizon",0
"Harrison Butler",1,"G","Southern Utah","Big Sky",0
"Brent Calhoun",4,"C","Purdue-Fort Wayne","Summit",0
"Omar Calhoun",1,"G","Connecticut","Big East",0
"Dallas Cameron",4,"G","Stephen F. Austin","Southland",0
"Sam Cassell",4,"G","Iona","MAAC",0
"Deniz Celen",3,"F","St. Francis (NY)","NEC",0
"Robert Champion",3,"G","Holy Cross","Patriot",0
"Tristan Clark",2,"F","Baylor","Big 12",0
"T.J. Cline",1,"F","Niagara","MAAC",0
"Bill Cole",4,"F","Illinois","Big Ten",0
"Jamir Coleman",3,"F","Central Connecticut State","NEC",0
"Justin Coleman",3,"G","Samford","Southern",0
"Darius Conley",2,"F","Saint Peter's","MAAC",0
"Sheldon Cooley",3,"G","East Tennessee State","A-Sun",0
"Eric Cooper",4,"G","Pepperdine","WCC",0
"Deshawn Corprew",2,"F","Texas Tech","Big 12",0
"Brandon Crawford",3,"F","Coastal Carolina","Big South",0
"Oscar Da Silva",2,"F","Stanford","Pac-12",0
"Brian Darden",3,"G","Hampton","MEAC",0
"Juan Davis Jr.",3,"F","Troy","Sun Belt",0
"Jordan Davis",2,"G","Dayton","A-10",0
"Trey Davis",2,"F","Richmond","A-10",0
"Wesley Davis",4,"G","Texas State","Sun Belt",0
"Darius Days",1,"F","Louisiana State","SEC",0
"Jesus M. Delgado",4,"G","Texas-Rio Grande Valley","GWC",0
"John Dewey III",2,"G","Sam Houston State","Southland",0
"Hamidou Diallo",1,"G","Kentucky","SEC",0
"Miles Dixon",4,"G","Wright State","Horizon",0
"Jaquan Dotson",3,"G","Savannah State","MEAC",0
"Fran Dougherty",4,"F","Pennsylvania","Ivy",0
"Samir Doughty",1,"G","Virginia Commonwealth","A-10",0
"Sheriff Drammeh",3,"G","Hawaii","Big West",0
"Ledrick Eackles",4,"G","McNeese State","Southland",0
"Cliff Ederain",4,"F","Eastern Washington","Big Sky",0
"Justin Edwards",1,"G","Maine","AEC",0
"Kessler Edwards",1,"F","Pepperdine","WCC",0
"Chuck Ester",3,"F","Chattanooga","Southern",0
"Aaron Falzon",1,"F","Northwestern","Big Ten",0
"Hayden Farquhar",4,"F","Abilene Christian","Southland",0
"Javorn Farrell",4,"G","Texas-Rio Grande Valley","WAC",0
"Carlton Fay",4,"F","Southern Illinois","MVC",0
"Mike Felt",3,"G","North Dakota State","Summit",0
"Juan Fernandez",4,"G","Temple","A-10",0
"Amric Fields",2,"F","Texas Christian","MWC",0
"Adam Folker",4,"C","UC-Irvine","Big West",0
"Trent Frazier",2,"G","Illinois","Big Ten",0
"Nate Frye",4,"G","New Orleans","Southland",0
"Justas Furmanavicius",3,"F","Mississippi","SEC",0
"Justin Gant",3,"C","Indiana State","MVC",0
"Zach Garber",3,"C","Toledo","MAC",0
"Andrew Garcia",2,"G","Stony Brook","AEC",0
"Chris Gaston",3,"F","Fordham","A-10",0
"Gerrale Gates",1,"F","New Orleans","Southland",0
"Zach Gengler",4,"G","Portland State","Big Sky",0
"Walt Gibler",4,"F","Loyola (IL)","Horizon",0
"Tomasz Gielo",4,"F","Mississippi","SEC",0
"L.G. Gill",3,"F","Duquesne","A-10",0
"Melvin Goins",4,"G","Tennessee","SEC",0
"Savon Goodman",2,"F","Arizona State","Pac-12",0
"Elyjah Goss",2,"F","IUPUI","Horizon",0
"Zach Green",3,"G","Montana State","Big Sky",0
"Jarren Greenwood",3,"G","McNeese State","Southland",0
"Cecil Gresham",4,"G","Bryant","NEC",0
"Matt Griffin",3,"G","Boston University","AEC",0
"Roland Griffin",3,"F","Iona","MAAC",0
"Keenan Gumbs",4,"F","Liberty","A-Sun",0
"Xavier Habersham",4,"G","Middle Tennessee","CUSA",0
"Treshawn Hagood",4,"G","Prairie View","SWAC",0
"Christian Hairston",3,"G","Elon","CAA",0
"Mark Hall",4,"G","Mercer","A-Sun",0
"Travis Hallam",3,"G","Denver","Sun Belt",0
"Travis Hammonds",3,"G","Cal State Long Beach","Big West",0
"Justin Harris",4,"F","Quinnipiac","MAAC",0
"Marcus Harris",3,"G","Sam Houston State","Southland",0
"Chris Harrison-Docks",2,"G","Western Kentucky","CUSA",0
"Javontae Hawkins",4,"G","Fordham","A-10",0
"Josh Hearlihy",4,"G","Seattle","WAC",0
"Terry Henderson",2,"G","West Virginia","Big 12",0
"Derrick Henry",4,"G","Citadel","Southern",0
"Terrance Henry",3,"F","Mississippi","SEC",0
"Donald Hicks",2,"G","Radford","Big South",0
"Jace Hogan",2,"F","Navy","Patriot",0
"Reese Holliday",4,"F","Missouri-Kansas City","WAC",0
"Rashaan Holloway",2,"C","Massachusetts","A-10",0
"Jamelle Horne",4,"F","Arizona","Pac-10",0
"Allen Huddleston",4,"G","Fresno State","MWC",0
"Chuks Iroegbu",4,"G","Northern Illinois","MAC",0
"Kyrie Irving",1,"G","Duke","ACC",0
"Adom Jacko",3,"F","Loyola Marymount","WCC",0
"Antino Jackson",4,"G","New Mexico","MWC",0
"Desmar Jackson",2,"G","Wyoming","MWC",0
"Jaden Jackson",4,"G","Utah Valley","WAC",0
"Jordan Jackson",3,"G","Texas-Rio Grande Valley","WAC",0
"Jordan Jackson",3,"G","Northern Kentucky","A-Sun",0
"Vance Jackson",2,"F","New Mexico","MWC",0
"Darius James",4,"G","Old Dominion","CAA",0
"Marcus James",4,"F","Sam Houston State","Southland",0
"Tim Jarmusz",4,"F","Wisconsin","Big Ten",0
"Antonio Jenifer",4,"F","St. Francis (NY)","NEC",0
"Theo John",2,"F","Marquette","Big East",0
"Jer'Vaughn Johnson",4,"F","Cal State Fullerton","Big West",0
"Stefon Johnson",3,"F","Gardner-Webb","Big South",0
"Joshua Jones",3,"G","Eastern Kentucky","OVC",0
"Warren Jones",4,"G","Green Bay","Horizon",0
"Davonta Jordan",3,"G","Buffalo","MAC",0
"Kerem Kanter",3,"F","Green Bay","Horizon",0
"Andrew Keister",4,"C","Holy Cross","Patriot",0
"Chris Kendrix",2,"G","Missouri State","MVC",0
"Marvin King-Davis",4,"F","Delaware","CAA",0
"Chris Knight",2,"F","Dartmouth","Ivy",0
"Kramer Knutson",4,"F","Portland","WCC",0
"Matt Lander",4,"G","Western Illinois","Summit",0
"Dallas Lauderdale",4,"F","Ohio State","Big Ten",0
"Jonathan Laurent",3,"F","Massachusetts","A-10",0
"Kurk Lee",1,"G","Drexel","CAA",0
"Darius Leonard",3,"F","Campbell","Big South",0
"Marcus Lewis",4,"G","Eastern Kentucky","OVC",0
"Antwon Lillard",4,"G","Bowling Green State","MAC",0
"Jake Lindsey",2,"G","Baylor","Big 12",0
"Trent Lockett",4,"G","Marquette","Big East",0
"LaMarcus Lowe",4,"F","Detroit Mercy","Horizon",0
"Adam Lulka",1,"F","Albany (NY)","AEC",0
"Xavier Lundy",3,"F","Rider","MAAC",0
"Chris Lykes",2,"G","Miami (FL)","ACC",0
"Trevor Lyons",1,"G","Air Force","MWC",0
"Makuach Maluach",1,"G","New Mexico","MWC",0
"Justin Manns",3,"C","Kent State","MAC",0
"Kendal Manuel",3,"G","Montana","Big Sky",0
"Naji Marshall",1,"F","Xavier","Big East",0
"Caleb Martin",2,"F","North Carolina State","ACC",0
"Scott Martin",4,"G","Notre Dame","Big East",0
"Cole Martinez",4,"G","Texas A&M-Corpus Christi","Southland",0
"Marlin Mason",3,"F","Cleveland State","Horizon",0
"Makol Mawien",2,"F","Kansas State","Big 12",0
"Javonte Maynor",3,"G","Cal State Bakersfield","WAC",0
"Trey McCorkle",3,"F","Purdue-Fort Wayne","Summit",0
"Gabe McCray",4,"F","South Carolina State","MEAC",0
"Christian Mekowulu",4,"F","Texas A&M","SEC",0
"Jeremy Miller",1,"G","Northeastern","CAA",0
"Justin Miller",1,"F","Louisiana","Sun Belt",0
"Elijah Minnie",1,"F","Robert Morris","NEC",0
"Duke Mondy",3,"G","Oakland","Summit",0
"Jack Montague",3,"G","Yale","Ivy",0
"Mario Moody",2,"F","Wagner","NEC",0
"Aaron Moore",4,"F","Portland State","Big Sky",0
"Bryce Moore",3,"G","Western Michigan","MAC",0
"J.P. Moorman",2,"F","Temple","AAC",0
"Jesse Morgan",2,"G","Massachusetts","A-10",0
"Maverick Morgan",4,"C","Illinois","Big Ten",0
"Anthony Morse",4,"F","Tennessee Tech","OVC",0
"Ambrose Mosley",2,"G","Old Dominion","CUSA",0
"Jim Mower",3,"G","Lafayette","Patriot",0
"Don MuepoKelly",4,"F","South Alabama","Sun Belt",0
"Daniel Munoz",3,"G","American","Patriot",0
"Alex Murphy",4,"F","Northeastern","CAA",0
"Kamari Murphy",4,"F","Miami (FL)","ACC",0
"Michael Murray",3,"F","Coppin State","MEAC",0
"Cullen Neal",3,"G","Mississippi","SEC",0
"Alonzo Nelson-Ododa",3,"F","Richmond","A-10",0
"Aaron Nesmith",1,"F","Vanderbilt","SEC",0
"Danny Nieman",2,"G","Coastal Carolina","Big South",0
"Nick Norton",4,"G","Drake","MVC",0
"Sean O'Mara",4,"F","Xavier","Big East",0
"Kingsley Okoroh",3,"C","University of California","Pac-12",0
"Obinna Oleka",4,"F","Arizona State","Pac-12",0
"Brian Oliver",4,"G","Seton Hall","Big East",0
"Charles Oliver",4,"G","Norfolk State","MEAC",0
"Chauncey Orr",2,"G","Bowling Green State","MAC",0
"Kemy Osse",4,"G","Little Rock","Sun Belt",0
"Darryl Palmer",4,"F","South Carolina State","MEAC",0
"Trayvon Palmer",4,"G","Chicago State","WAC",0
"Biko Paris",4,"G","Boston College","ACC",0
"Darren Payen",4,"F","Vermont","AEC",0
"Dago Pena",3,"F","Marshall","CUSA",0
"Malik Perry",4,"F","Ball State","MAC",0
"Filip Petrusev",1,"F","Gonzaga","WCC",0
"Marcel Pettway",1,"F","Bryant","NEC",0
"Curtis Phillips",4,"F","Tennessee Tech","OVC",0
"Randy Phillips",4,"C","Radford","Big South",0
"Adam Pickett",4,"G","Winthrop","Big South",0
"Josh Piper",2,"F","Eastern Illinois","OVC",0
"Jordan Reed",4,"G","Tennessee State","OVC",0
"Eddie Reese",3,"G","Southern","SWAC",0
"James Reid",4,"G","Boise State","MWC",0
"Nick Richards",1,"F","Kentucky","SEC",0
"K.J. Riley",3,"G","Evansville","MVC",0
"KJ Robinson",3,"G","Omaha","Summit",0
"Noah Robotham",4,"G","Nevada-Las Vegas","MWC",0
"Clarke Rosenberg",3,"G","Chicago State","WAC",0
"Chandler Rowe",4,"F","Tennessee-Martin","OVC",0
"Jared Samuelson",3,"G","North Dakota State","Summit",0
"Josh Schuler",1,"G","North Dakota","GWC",0
"Eli Scott",2,"F","Loyola Marymount","WCC",0
"Jordan Scott",4,"F","Idaho","Big Sky",0
"Kevin Scott",3,"G","Texas Southern","SWAC",0
"Cortez Seales",4,"G","North Dakota","Summit",0
"Jon Severe",4,"G","Iona","MAAC",0
"Keith Shamburger",4,"G","Missouri","SEC",0
"Marial Shayok",3,"G","Virginia","ACC",0
"Dontrell Shuler",1,"G","Charleston Southern","Big South",0
"Kobi Simmons",1,"G","Arizona","Pac-12",0
"Marquise Simmons",4,"F","St. Bonaventure","A-10",0
"David Skara",1,"F","Valparaiso","Horizon",0
"Daishon Smith",3,"G","Wichita State","MVC",0
"Donte Smith",4,"G","Southern California","Pac-10",0
"Khristian Smith",3,"G","Indiana State","MVC",0
"Tyler Smithpeters",4,"G","Southern Illinois","MVC",0
"Tommy Spagnolo",4,"F","Appalachian State","Southern",0
"Jherrod Stiggers",3,"G","Houston","AAC",0
"Justin Swidowski",3,"F","Sacred Heart","NEC",0
"Jared Swopshire",4,"F","Northwestern","Big Ten",0
"Ibrahim Sylla",4,"C","North Carolina A&T","MEAC",0
"Tom Tankelewicz",3,"F","Western Carolina","Southern",0
"Derrell Taylor",4,"F","Jackson State","SWAC",0
"Raymond Taylor",2,"G","Florida Atlantic","Sun Belt",0
"Djibril Thiam",4,"F","Wyoming","MWC",0
"Shaq Thomas",2,"F","Cincinnati","AAC",0
"Derek Thompson",3,"G","Eastern Michigan","MAC",0
"Jerrell Thompson",4,"G","Sacred Heart","NEC",0
"Bernard Toombs",4,"C","Troy","Sun Belt",0
"Boubacar Toure",3,"C","Eastern Michigan","MAC",0
"Buay Tuach",4,"G","Loyola Marymount","WCC",0
"Kyle Vinales",1,"G","Central Connecticut State","NEC",0
"Venjie Wallis",3,"G","Jackson State","SWAC",0
"A.J. Walton",4,"G","Baylor","Big 12",0
"Greg Washington",4,"F","Hofstra","CAA",0
"Earl Watson",4,"C","Rhode Island","A-10",0
"Marcus Weathers",2,"F","Duquesne","A-10",0
"Ryan Weber",2,"F","Youngstown State","Horizon",0
"Andre Wesson",3,"F","Ohio State","Big Ten",0
"Jack White",3,"F","Duke","ACC",0
"Jordan Whitehead",4,"F","High Point","Big South",0
"John Wilkins",3,"G","Illinois State","MVC",0
"Travis Wilkins",4,"G","Ohio","MAC",0
"Brandon Williams",1,"G","Arizona","Pac-12",0
"Brian Williams",1,"F","Oklahoma State","Big 12",0
"DavRon Williams",4,"F","IUPUI","Summit",0
"JD Williams",3,"G","Louisiana-Monroe","Sun Belt",0
"John Williams",4,"F","North Carolina-Asheville","Big South",0
"Nick Williams",3,"G","Mississippi","SEC",0
"Robert Williams",4,"G","Alabama-Birmingham","CUSA",0
"Lester Wilson",3,"F","East Tennessee State","Southern",0
"Miles Wilson",1,"G","Mount St. Mary's","NEC",0
"Eyassu Worku",2,"G","UC-Irvine","Big West",0
"Larry Wright",4,"G","Oakland","Summit",0
"Nick Wright",3,"F","Old Dominion","CAA",0
"Drazen Zlovaric",3,"F","Chattanooga","Southern",0
"Martavius Adams",3,"F","Arkansas State","Sun Belt",0
"Jalen Adaway",2,"G","Miami (OH)","MAC",0
"James Akinjo",1,"G","Georgetown","Big East",0
"Cliff Alexander",1,"F","Kansas","Big 12",0
"Walt Allen",4,"F","Presbyterian","Big South",0
"Jake Allsmiller",4,"G","Georgia Southern","Sun Belt",0
"Daniel Amigo",3,"C","Denver","Summit",0
"Bernie Andre",2,"F","Northern Arizona","Big Sky",0
"Reggie Arceneaux",3,"G","Wright State","Horizon",0
"Ty Armstrong",3,"F","East Carolina","CUSA",0
"Tyrik Armstrong",3,"G","Texas Southern","SWAC",0
"T.J. Atwood",3,"G","Lamar","Southland",0
"Luke Avdalovic",1,"G","Northern Arizona","Big Sky",0
"A.J. Avery",4,"F","Western Michigan","MAC",0
"Josimar Ayarza",4,"F","Southern Mississippi","CUSA",0
"Justin Baker",4,"F","Utah Valley","GWC",0
"Brendan Bald",2,"G","Vermont","AEC",0
"Djim Bandoumel",4,"F","Idaho","WAC",0
"Geoff Beans",3,"F","Furman","Southern",0
"Keegan Bell",3,"G","Chattanooga","Southern",0
"Riley Benock",4,"G","Mississippi State","SEC",0
"Josh Benson",4,"F","Dayton","A-10",0
"Mike Best",4,"F","UC-Irvine","Big West",0
"Kauri Black",4,"F","Tulsa","CUSA",0
"Brandon Bos",2,"G","South Dakota","Summit",0
"Marcel Boyd",3,"C","Howard","MEAC",0
"Jalen Bradley",4,"G","Oral Roberts","Summit",0
"Kevin Bright",1,"G","Vanderbilt","SEC",0
"Jordon Bronner",4,"G","New Hampshire","AEC",0
"Adam Brown",4,"G","Houston","CUSA",0
"Bobby Brown",2,"G","Alabama State","SWAC",0
"Devonte Brown",4,"G","Indiana State","MVC",0
"Jerry Brown",4,"F","Santa Clara","WCC",0
"Taylor Brown",4,"F","Bradley","MVC",0
"Tamas Bruce",3,"F","Arkansas State","Sun Belt",0
"Joey Brunk",2,"C","Butler","Big East",0
"Kidani Brutus",4,"G","Manhattan","MAAC",0
"Jordan Burgason",3,"G","Lipscomb","A-Sun",0
"Dwight Buycks",4,"G","Marquette","Big East",0
"Devonte Campbell",2,"F","Albany (NY)","AEC",0
"Jalen Carethers",4,"F","Radford","Big South",0
"Charles Carmouche",3,"G","Memphis","CUSA",0
"Aaron Carter",4,"G","Indiana State","MVC",0
"Eli Carter",1,"G","Rutgers","Big East",0
"Keyon Carter",4,"F","Old Dominion","CAA",0
"Nahziah Carter",2,"F","Washington","Pac-12",0
"Sampson Carter",4,"F","Massachusetts","A-10",0
"Simeon Carter",3,"F","Georgia Southern","Sun Belt",0
"Aaron Clayborn",3,"F","Texas Southern","SWAC",0
"Jeff Coby",3,"F","Columbia","Ivy",0
"Spencer Coleman",3,"F","Montana","Big Sky",0
"Will Coleman",4,"F","Memphis","CUSA",0
"Roberto Colonette",4,"F","Manhattan","MAAC",0
"Aaron Cosby",2,"G","Seton Hall","Big East",0
"Jamee Crockett",4,"F","DePaul","Big East",0
"Jeremy Crutcher",4,"G","Alabama A&M","SWAC",0
"Michael Culpo",3,"G","Long Island University","NEC",0
"Evan Cummins",4,"F","Harvard","Ivy",0
"Cole Darling",3,"F","Wright State","Horizon",0
"Justin Davis",1,"G","Cal State Bakersfield","WAC",0
"John Dickson",4,"F","Sacramento State","Big Sky",0
"Torin Dorn",1,"G","Charlotte","CUSA",0
"Malik Dunbar",4,"G","Auburn","SEC",0
"Michael Durr",1,"F","South Florida","AAC",0
"Kyler Edwards",1,"G","Texas Tech","Big 12",0
"Julian Eleby",3,"G","Virginia Military Institute","Southern",0
"Rodney Elliott",1,"G","Maryland-Baltimore County","AEC",0
"Akeem Ellis",4,"F","Coppin State","MEAC",0
"Duke Ethridge",4,"F","Chattanooga","Southern",0
"R.J. Evans",3,"G","Holy Cross","Patriot",0
"Tevin Falzon",3,"F","Sacred Heart","NEC",0
"Dexter Fields",2,"G","Alabama-Birmingham","CUSA",0
"Michael Finke",3,"F","Illinois","Big Ten",0
"Andrew Fitzgerald",3,"F","Oklahoma","Big 12",0
"Iverson Fleming",4,"G","Long Island University","NEC",0
