fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
0.5,.000,0.0,0.0,,0.0,2,,0.5,0.0,-1.05,0.5
0.6,.500,0.3,0.5,.889,0.4,19,6-2,0.5,1.1,-1.39,0.6
3.2,.471,1.5,1.8,.672,1.2,97,6-9,2.7,4.2,1.95,4.0
2.1,.591,1.3,0.7,.619,0.4,31,6-10,,2.9,0.71,2.0
0.7,.500,0.3,0.6,.519,0.3,43,,0.6,1.0,-0.64,0.4
13.3,.437,5.8,2.2,.764,1.6,73,6-7,1.8,16.0,5.87,4.6
0.9,.462,0.4,0.3,.250,0.1,15,7-0,0.3,0.5,3.55,0.7
1.7,.574,1.0,0.9,.476,0.4,112,6-9,0.3,2.4,5.56,3.0
0.7,.000,0.0,0.0,,0.0,3,,0.7,0.0,3.54,0.0
,,2.0,2.1,.623,1.3,25,,1.9,5.2,,
1.5,.192,0.3,1.1,.278,0.3,17,5-10,1.0,0.9,,
1.3,.487,0.6,1.7,.611,1.1,31,6-2,1.2,2.3,6.59,2.9
3.9,.517,2.0,6.5,.380,2.5,23,,4.4,6.5,1.63,
1.4,.429,0.6,1.2,.667,0.8,5,6-6,1.4,2.0,5.16,2.0
6.2,.594,3.7,3.0,.754,2.3,114,6-11,3.0,9.6,7.91,5.2
0.7,.451,0.3,0.8,.636,0.5,71,6-5,0.6,1.1,-4.14,1.1
2.6,.329,0.8,1.8,.518,0.9,32,6-2,1.2,2.6,3.95,1.5
3.7,.523,2.0,2.4,.528,1.3,126,6-8,1.2,5.2,6.09,3.6
6.4,.326,2.1,1.8,.639,1.1,67,6-4,2.3,5.4,4.92,4.4
2.7,.330,0.9,0.5,.600,0.3,41,6-7,1.4,2.5,-1.43,2.9
4.1,.284,1.2,0.8,.357,0.3,33,,,2.9,-8.46,1.8
7.5,.377,2.8,3.3,.741,2.4,51,6-4,,9.4,-9.34,2.2
13.2,.451,6.0,5.7,.674,3.9,104,6-8,3.4,15.8,0.75,14.1
7.7,.449,3.5,2.7,.759,2.1,122,6-9,2.3,10.3,9.66,5.3
2.4,.288,0.7,0.2,.600,0.1,22,6-5,0.9,2.0,-6.12,0.9
0.7,2.241,1.6,0.9,1.778,1.6,41,5-8,0.6,4.7,-0.93,1.5
6.0,.392,2.4,1.9,.746,1.4,135,6-2,2.5,7.2,8.09,2.4
0.2,.000,0.0,0.0,,0.0,6,6-1,0.0,0.0,11.34,0.0
0.7,.143,0.1,0.9,.444,0.4,10,6-0,0.3,0.6,4.89,0.3
0.8,.400,0.3,0.3,.667,0.2,24,6-3,0.6,0.8,7.13,0.5
